COUNTY_NAME,R_death_2018
Belknap,12.6
San Joaquin,7.4
Clay,10.9
Hancock,8.2
Childress,7.5
Hockley,9.3
Columbia,8.8
Johnson,11.7
Foard,10.8
Perry,12.0
Barry,9.5
Harrison,14.2
Morton,10.0
Whitley,9.2
Franklin,10.5
Ochiltree,7.1
Davison,9.3
Sutton,7.4
Box Elder,7.3
Lenoir,13.8
Lafayette,8.6
Windham,10.0
Greene,12.7
Allegany,12.4
Nottoway,13.7
Allen,12.0
Metcalfe,13.8
Bath,13.2
Sully,5.7
Albany,9.1
Cimarron,7.4
Henderson,11.7
Aroostook,12.9
Houston,8.2
Saratoga,8.8
Whatcom,7.5
Falls,9.5
Porter,9.5
Alleghany,16.6
Hughes,9.2
Weakley,10.5
Burleson,12.2
Walton,9.4
Frio,7.3
Jackson,10.3
Marion,11.1
Young,13.3
Hidalgo,5.3
Richardson,14.2
Putnam,9.4
Ascension,7.4
Montgomery,11.3
Haakon,6.8
Jefferson,10.2
Grundy,8.1
Clay,10.5
Washita,12.9
Marshall,10.3
Greene,11.1
Idaho,10.0
Cerro Gordo,11.7
Lincoln,12.2
Rockdale,7.9
Taylor,12.6
Fulton,10.3
Floyd,7.5
St. Mary's,7.6
Pittsylvania,12.4
Cache,4.2
Williams,6.5
Tattnall,10.1
Culpeper,8.4
Wilkinson,13.6
Jefferson,9.7
Riley,4.9
Christian,11.8
Highland,12.6
Berrien,11.7
Warren,8.6
Fayette,13.7
Hardeman,11.9
Monroe,11.9
King William,8.7
Ray,12.4
Tompkins,6.1
Fleming,12.0
Kittitas,6.7
Madison,10.7
Solano,8.1
Tippecanoe,6.2
Van Wert,10.6
Henry,7.1
Addison,8.7
Anderson,12.4
Mifflin,11.3
Livingston,12.3
Crittenden,11.2
Bay,10.8
Catahoula,12.6
Schleicher,6.5
Greene,10.0
Benton,7.8
Forsyth,5.4
Pondera,10.0
Douglas,7.2
Henry,10.1
Edmunds,10.5
Banks,8.2
Elkhart,8.1
Effingham,7.8
Independence,11.3
Sweetwater,7.0
Lincoln,8.8
Winn,14.7
Lowndes,8.1
Lincoln,10.2
Kent,10.4
Randolph,12.3
Sierra,15.3
Floyd,11.3
Butler,12.1
Montgomery,11.3
Towns,15.4
Crawford,12.4
Sioux,7.3
Black Hawk,9.1
Hartley,4.1
Tulsa,9.5
Tolland,7.0
Multnomah,7.4
Marshall,12.1
Worth,7.6
Bastrop,8.3
Allendale,11.6
Ware,12.6
Cape Girardeau,9.0
Whiteside,11.1
Chickasaw,9.4
Lyon,11.1
Antrim,11.8
El Dorado,9.0
Ste. Genevieve,10.9
Lowndes,13.7
Lancaster,10.5
Prince George,7.0
Kandiyohi,8.0
McDonough,9.8
Lunenburg,13.5
Mahoning,12.6
Caswell,10.7
Staunton,12.2
Attala,12.3
Clackamas,8.4
Clay,14.5
Hancock,10.2
Perkins,7.2
Floyd,9.7
Ashley,12.7
Johnson,13.3
Knox,13.1
Stonewall,10.9
DeKalb,7.2
McCook,10.9
Yell,10.9
Tuscarawas,11.3
Christian,7.6
Oswego,9.2
Edgecombe,12.0
Plumas,12.5
Fall River,15.0
Salt Lake,5.8
Lincoln,9.9
Furnas,11.8
Jack,7.7
Wilson,8.6
Berrien,11.1
Pratt,10.0
Haywood,12.5
Tipton,10.5
Kingfisher,8.4
Lewis and Clark,9.3
Cherokee,13.0
Hutchinson,12.5
Henry,9.9
Hardee,7.4
Billings,7.6
Columbia,11.0
Washington,5.9
Lawrence,12.4
Barron,10.6
Tarrant,6.6
Stone,12.4
Seminole,7.8
Jefferson,14.2
Wayne,13.5
Vermilion,10.2
Fulton,10.7
LaGrange,6.7
Livingston,8.2
Pershing,6.8
White,10.0
Hoke,6.4
Roanoke County,10.4
Iberia,10.9
Carter,13.3
Camden,6.8
Fulton,16.2
West Feliciana,7.9
Barry,10.6
Union,7.7
Monterey,6.2
Rabun,13.0
Branch,9.7
Beaufort,13.2
Jasper,9.4
New Kent,7.0
Montgomery,12.0
Carter,10.6
Alpena,12.1
Cherokee,10.8
Buchanan,9.6
Montgomery,10.0
Marshall,11.2
Ness,12.9
Moffat,6.8
Bracken,13.0
Carroll,13.5
Davidson,8.0
Fremont,11.3
Suwannee,13.1
Lee,16.1
Jefferson,10.0
Callaway,9.3
O'Brien,12.8
Gallia,12.0
Stevens,5.7
Mingo,16.0
Hardin,13.3
Refugio,7.9
Cass,14.5
Venango,13.1
Mills,9.0
Crawford,11.9
Coweta,7.4
Sampson,10.9
Calhoun,10.7
Arlington,4.7
Union,8.2
Oklahoma,8.9
Otsego,10.7
Dorchester,12.3
Teton,3.2
Osborne,11.7
Palm Beach,10.5
Simpson,11.9
Crockett,13.4
Madison,11.2
Dallas,13.7
Henry,9.1
Lincoln,6.8
Choctaw,13.4
McNairy,13.7
Pawnee,11.6
Maricopa,7.3
Wicomico,10.2
Schuyler,9.0
Harding,7.5
Pinal,7.3
Coffee,9.4
Starr,6.5
Barber,11.3
Livingston,10.4
Peoria,9.9
Grenada,13.3
Lake,12.0
Matagorda,10.4
Peach,9.9
Shelby,9.3
Faribault,11.7
Gaston,10.7
Cumberland,9.6
Rockingham,9.3
Treutlen,11.9
Wayne,10.6
Keith,9.8
Autauga,9.6
Hunterdon,8.0
Gratiot,10.6
Franklin County,12.1
Lancaster,9.5
Burlington,9.2
Goliad,8.3
Uintah,6.5
York,8.0
Paulding,6.6
Gooding,8.2
Perry,10.4
Blair,13.2
Montcalm,9.6
Minnehaha,7.1
Graham,11.5
Scioto,12.5
Estill,12.9
Aitkin,13.4
Donley,12.9
Alger,12.2
Chatham,10.3
Dillon,12.3
Erie,10.3
Gallatin,15.2
Greene,12.7
Owen,9.7
St. Mary,11.2
Johnson,10.3
Dade,14.4
Mariposa,9.0
Steuben,10.0
Piute,7.0
Atlantic,10.5
Scott,9.5
Delaware,9.8
Rock Island,10.2
Treasure,7.4
Arthur,4.3
Stutsman,11.5
Johnson,9.3
Adair,12.3
Grant,9.4
Durham,7.0
De Soto,10.9
Walker,15.6
Pamlico,12.0
Cottle,9.4
Briscoe,6.6
Jefferson,12.4
Gunnison,4.4
Nome,11.1
Snyder,9.3
Pontotoc,8.9
Collingsworth,7.7
Doniphan,9.4
York,7.8
Jackson,13.9
Sheridan,10.9
Floyd,10.1
Grayson,11.1
Okfuskee,13.1
Moultrie,9.8
Utah,3.8
Martin,7.4
Coconino,6.2
Gem,10.8
Maury,10.2
Orange,5.8
Erath,8.6
Edwards,7.8
Baca,13.4
Frontier,5.0
Cook,8.4
Athens,7.4
Richmond County,11.1
Walker,8.1
Escambia,13.2
St. Johns,8.1
Lake of the Woods,10.7
Malheur,8.8
Adams,6.0
Buffalo,14.3
Richland,8.4
Macomb,9.7
Pottawatomie,8.0
Liberty,5.7
Herkimer,10.6
Stewart,12.0
Blaine,4.2
Clare,13.2
Vanderburgh,10.4
Faulkner,7.2
Monroe,9.3
Harlan,9.4
Berkshire,11.7
Kearney,10.3
Leon,6.7
Rusk,11.0
Calhoun,8.4
Cass,10.1
Sherman,6.4
Norton,8.1
Carroll,11.4
Kossuth,10.6
Presidio,7.5
Unicoi,15.3
Lincoln,10.6
Waupaca,14.4
Pike,9.9
Choctaw,13.7
Washington,10.9
Orange,7.5
Kinney,9.0
Faulk,7.3
Limestone,11.1
Swift,11.5
Little River,13.8
Val Verde,8.1
Perry,12.7
Clark,12.4
Clay,12.1
Fort Bend,4.7
Campbell,15.0
Luce,13.6
Citrus,17.7
Lincoln,11.9
Lincoln,12.6
Nevada,12.1
Jefferson,11.8
Hancock,9.2
Bedford,9.6
Jones,11.7
Clark,9.2
Dickey,13.1
Meade,8.2
Hardin,17.6
Jasper,10.5
Marshall,14.0
Manassas,4.1
Walton,9.2
Salem,11.9
Butts,10.9
Clearfield,11.9
Blount,10.4
Claiborne,10.5
Gage,11.6
Finney,5.7
Gloucester,11.9
Victoria,9.2
Hyde,10.1
Lake,13.5
Huron,10.1
Camden,9.4
Carroll,11.9
Del Norte,10.1
District of Columbia,8.1
Linn,7.8
Rush,11.1
Tuscola,12.3
Carson City,11.5
Sevier,8.6
Covington,12.1
Bradford,12.8
Crawford,9.5
Decatur,14.4
Wheeler,7.7
Santa Cruz,6.9
Polk,12.9
Chicot,14.7
Tripp,11.9
Frederick,7.1
Thayer,15.9
Frederick,8.1
Waushara,10.7
Burke,9.0
Madison,11.3
Valley,11.9
Franklin,4.7
Rains,11.2
Renville,9.5
Perry,9.5
Knox,14.1
Howard,6.8
Dickinson,11.0
Long,5.2
Heard,9.7
Shelby,8.8
Marion,11.8
Stephens,10.4
Chester,13.3
Laurel,11.1
Ector,7.8
Barnstable,13.6
Oneida,7.6
Jefferson,12.6
Bell,13.7
Washington,6.6
Lyman,4.2
Barren,11.8
Lewis,10.6
Ottawa,10.1
Cedar,14.1
Woodson,14.2
Decatur,13.2
Greene,10.6
Chippewa,8.8
Humphreys,13.2
Ben Hill,12.4
Washington,11.2
Norton,12.5
Cocke,14.2
Gentry,13.4
Lauderdale,11.0
Lincoln,5.0
Garfield,10.3
Isanti,7.8
Brevard,12.4
Henderson,12.2
Camp,9.6
Switzerland,10.3
Skamania,7.7
Willacy,8.7
Kershaw,11.9
Miner,8.1
Murray,14.2
Ringgold,11.6
Roberts,6.5
Pocahontas,13.4
Norman,15.2
Yakima,8.2
Robeson,10.4
Halifax,14.7
Montgomery,6.0
LaPorte,11.1
Saginaw,11.2
Shawnee,10.2
Green,8.9
Bartow,8.6
Gilchrist,11.2
Somervell,10.9
Washoe,8.5
Wood,12.5
Hendry,7.6
Butler,12.2
Elko,6.9
Putnam,10.4
Mitchell,11.4
Kern,7.0
Putnam,11.4
Ashland,10.9
Pocahontas,12.2
Greenlee,5.3
Marion,13.6
Newton,9.7
Charleston,8.8
Moniteau,10.2
Powell,10.5
Walsh,11.6
La Salle,5.6
Fremont,7.3
Monroe,10.9
Meigs,11.3
Inyo,10.7
Walworth,10.0
Ramsey,10.4
Dodge,11.6
Yolo,6.2
Thurston,10.9
Allen,8.4
Saluda,9.9
Cross,12.4
Walla Walla,9.9
Bristol Bay,10.3
King George,6.1
Hardin,8.8
Grand Forks,7.1
Clermont,8.7
Randolph,11.1
Dakota,6.2
Denver,6.9
Lake,9.4
Green,12.0
Garrett,12.0
Cedar,9.3
Chaves,10.1
Lewis,12.2
Chittenden,6.9
Coos,13.1
Johnson,13.2
Coahoma,12.6
Baker,9.3
Indiana,10.5
Cabarrus,7.9
Elliott,9.6
Day,15.8
Luna,11.5
Aransas,14.7
Cochran,2.1
Jones,11.4
Ashe,13.2
Grant,9.0
Montgomery,6.7
Calhoun,13.2
Johnson,4.8
Pope,9.1
Pawnee,11.4
Hart,11.3
Lincoln,11.5
Wolfe,15.3
Fisher,11.1
Mason,12.7
Miller,10.7
Zapata,7.4
Lincoln,12.0
Morris,13.1
Hudson,6.6
Nemaha,9.1
Buena Vista,7.5
Boone,6.3
Early,14.5
Stevens,10.6
Monroe,11.7
Nance,11.5
Pickens,11.2
Ashtabula,11.6
Grays Harbor,11.7
Houghton,9.5
Franklin,11.6
Morton,8.8
Franklin,11.3
Sandoval,7.8
Hettinger,6.0
Shackelford,11.0
Sherman,12.7
Hand,8.9
Slope,1.3
Wayne,13.1
Big Horn,12.1
Iron,6.2
Crawford,11.4
Russell,11.4
Corson,14.1
Mayes,13.5
DeKalb,9.6
Dewey,15.3
Stark,11.8
Plymouth,9.8
Grant,12.2
Taylor,12.5
Bell,6.3
Cheshire,9.4
Howard,11.4
Osage,8.9
St. Clair,10.9
Burt,14.1
Smith,9.4
Langlade,11.5
Greenbrier,14.4
Jackson,9.2
Edgefield,10.8
Iberville,9.5
Howard,12.3
Golden Valley,2.4
Calhoun,11.0
Madison,9.2
Cheyenne,14.2
Weber,6.4
Washington,6.5
Oglala Lakota,12.6
Monroe,9.4
Osage,11.4
Miller,10.4
Meriwether,12.8
Dawson,10.4
Muskegon,10.1
Mason,10.5
Kenton,9.0
Columbia,11.6
Harrison,10.2
Lincoln,12.8
Andrew,10.2
Fayette,12.3
Nevada,9.5
Tom Green,9.3
Jasper,9.8
Orange,9.1
Chilton,11.5
Llano,15.6
Philadelphia,9.9
Washington,9.4
Warren,13.3
Greene,11.8
Flathead,8.7
Winston,14.3
Petersburg,13.0
Norfolk,8.4
Wayne,12.2
Larimer,6.5
Pike,13.3
Marin,7.7
Lyon,9.8
Mineral,7.8
Crook,10.8
Webster,14.4
Meeker,9.4
Fulton,10.3
Franklin,11.3
Blaine,4.8
Tillman,10.2
Morris,7.8
Union,13.0
San Juan,7.8
Oglethorpe,10.2
San Diego,6.9
Lawrence,11.3
Scott,12.0
Pickaway,10.5
Carroll,14.5
Monroe,17.1
Oldham,6.2
McCulloch,13.9
Florence,13.1
Kenedy,0.0
Clark,7.9
Floyd,14.8
Atkinson,8.0
Madison,9.0
Lee,6.8
Parke,10.4
Colorado,12.3
Gove,14.5
Carbon,12.5
Mercer,10.0
Mountrail,8.9
Menominee,14.2
Marion,12.6
La Salle,11.4
Wyandotte,8.7
McClain,9.3
Jackson,9.3
Quay,12.4
Baldwin,10.9
Giles,12.9
Monroe,9.9
Marion,10.3
Litchfield,10.0
Sheboygan,9.2
Archuleta,7.1
Dawson,9.2
Polk,14.1
Dallam,5.6
Chisago,7.2
Windham,9.0
Hood River,7.5
Sussex,12.2
Pend Oreille,11.9
Dawson,10.0
Polk,12.1
Grayson,10.8
Taos,9.9
Wilcox,13.0
Prince of Wales-Hyder,5.7
Lafayette,14.4
Washakie,10.7
White,14.4
Yalobusha,13.7
Queens,7.3
Jeff Davis,8.8
Williamsburg,12.8
Terrell,11.9
Clinton,11.5
Gibson,11.4
Haskell,6.7
Holt,11.7
Glynn,11.2
Washington,11.0
Darlington,12.6
Aiken,10.7
Dodge,11.0
Boone,13.9
Yukon-Koyukuk,12.5
Juniata,10.0
Lake,12.4
Calhoun,10.3
Newton,8.5
Coshocton,10.4
Houston,11.3
Jim Wells,9.5
Clay,14.1
Montgomery,9.7
Chouteau,10.8
Hale,14.0
Evangeline,11.4
Jackson,8.4
Holt,15.4
Washington,15.4
Hardy,10.7
Rosebud,11.1
Adams,9.8
Franklin,7.4
St. Francis,12.3
Cherry,10.9
Dinwiddie,9.7
Tunica,10.0
Limestone,8.9
Yavapai,13.1
Eureka,5.1
Newport,8.9
Habersham,10.4
Orleans,9.3
Union,11.1
Jefferson,9.9
Goochland,7.5
Swain,15.9
Sherman,12.8
Surry,9.2
Pitkin,2.5
Montour,12.1
Daviess,10.4
Redwood,11.4
Chambers,6.3
Henderson,13.3
Pope,8.3
Golden Valley,4.5
Leelanau,10.3
Clark,9.4
Jackson,9.8
Middlesex,9.4
Walworth,9.0
Chautauqua,13.9
Allamakee,13.2
Matanuska-Susitna,5.7
Madison,8.1
Westchester,7.9
Essex,11.1
Somerset,10.7
Hardeman,9.6
Rio Blanco,5.8
Hall,7.9
Lake,8.7
Todd,7.8
Lee,10.5
Morgan,11.5
Jefferson Davis,14.1
Stark,7.5
Elmore,10.0
Sarasota,14.0
Skagway,19.9
Fredericksburg,8.3
Humboldt,12.1
Humboldt,6.8
Prince William,4.4
Emmet,9.3
Union,9.1
Burnet,10.3
Harrison,12.6
Montgomery,12.8
Ford,6.8
Grant,8.2
Northumberland,15.7
Platte,10.5
Clearwater,11.7
Lawrence,13.4
Salem,12.2
Avery,12.3
Lawrence,13.0
Fresno,7.3
Hot Springs,17.1
Harrison,11.3
Pasco,11.8
Dooly,8.5
Bradley,10.1
Lamar,13.3
Concordia,12.6
Crenshaw,13.1
Knox,11.6
Pike,13.8
Echols,4.3
Sibley,7.9
Butte,10.5
Pulaski,11.5
Harding,5.6
Lapeer,9.9
Perry,14.2
Los Alamos,5.3
Hill,9.1
Eaton,8.9
Jefferson,7.9
Washington,11.9
Keokuk,10.9
Huntington,10.7
Onondaga,9.2
Paulding,9.8
Greenwood,11.2
Hickory,15.0
Perry,9.8
Itasca,10.6
Rogers,9.1
Hamlin,9.1
Nez Perce,11.4
Gosper,10.4
Chickasaw,11.6
Cumberland,9.2
Newton,10.2
Terry,10.7
Tangipahoa,10.2
Lee,12.9
Toole,7.8
Stone,9.6
Taylor,10.6
Ouachita,14.4
Wood,8.3
Robertson,9.4
Augusta,10.4
Cheyenne,9.6
Lincoln,11.7
Sedgwick,10.8
Medina,8.5
Coleman,14.2
Aleutians West,1.9
Tuscaloosa,8.7
Grimes,8.7
Warrick,9.6
Harvey,9.9
Genesee,11.2
Winnebago,9.8
Woodbury,8.8
Karnes,9.1
Brown,11.3
Todd,10.5
Crosby,10.3
Wayne,13.3
Rock,10.8
Clay,8.5
Washington,10.7
Fairfield,7.5
Griggs,15.6
Kingman,13.7
Buchanan,9.9
Cleburne,13.2
Fillmore,14.6
Mineral,13.2
Yoakum,5.5
Champaign,6.6
Saline,8.7
Oakland,8.6
Crawford,11.0
Dale,11.2
Adair,7.5
Nicholas,14.8
Eagle,2.5
McMullen,13.0
San Saba,11.1
Wasatch,4.3
Tehama,10.1
Tama,10.7
Adams,12.5
Leake,11.8
Cherokee,13.2
Clark,12.9
Prentiss,11.0
Mineral,21.6
Grant,8.4
Bernalillo,8.7
Washington,9.1
Middlesex,12.8
Nolan,12.0
Maui,8.1
Sumner,11.0
Canyon,6.8
Harmon,12.3
Franklin,10.1
Stoddard,13.2
Weld,5.9
Hodgeman,11.5
Grainger,12.5
Windsor,9.6
Muskogee,12.9
Henry,14.8
Mitchell,12.7
Fayette,14.9
Prairie,13.4
Montague,14.2
Scott,13.2
Pulaski,10.1
Pacific,15.6
Ulster,9.7
Gates,12.3
St. Martin,9.8
St. Joseph,9.2
Scotland,12.1
Whitman,5.0
Androscoggin,9.9
Crowley,6.7
Martinsville,14.0
Pottawatomie,11.2
Andrews,7.8
Alachua,7.5
St. Helena,10.0
